Order Id,Company Id,Company Name,Date,Order Value,Converted
8QDWKXEQK8OYSAYK,06V2UDB1S4MLSIAM,Unneeded Titters,9/7/2015,4791,0
ZOVOPQ9V1HEI5CKW,06V2UDB1S4MLSIAM,Unneeded Titters,3/19/2016,5425,0
DAFH3LR6IUXKU9Q8,06V2UDB1S4MLSIAM,Unneeded Titters,4/2/2014,8537,1
WBF0V5YW5KTCJ7UG,06V2UDB1S4MLSIAM,Unneeded Titters,5/29/2015,180,0
JICQ7J1V92UPH66L,06V2UDB1S4MLSIAM,Unneeded Titters,6/2/2015,2865,1
SV3E56MJG385OE42,06V2UDB1S4MLSIAM,Unneeded Titters,4/26/2017,2594,0
RE80LBBWXVQ8X5XH,06V2UDB1S4MLSIAM,Unneeded Titters,1/27/2015,8009,0
F99CR8COI237FSGJ,EFJESGSNOBQP96ZV,Felicitous Makers,7/30/2015,4194,1
98U6695I12UDFFFN,EFJESGSNOBQP96ZV,Felicitous Makers,11/8/2016,5327,0
TPPK6JNBNYMWW7R4,EFJESGSNOBQP96ZV,Felicitous Makers,7/15/2017,8035,0
HTN7HFGLXDHIM6UU,EFJESGSNOBQP96ZV,Felicitous Makers,3/18/2018,2823,1
IFU61LOJYK9B4G8U,EFJESGSNOBQP96ZV,Felicitous Makers,5/4/2017,7960,1
RYZOMDV9PDZ4V74T,EFJESGSNOBQP96ZV,Felicitous Makers,9/5/2017,9701,0
81HPUMJPYG9THMNI,EFJESGSNOBQP96ZV,Felicitous Makers,11/19/2018,6473,0
0RBFLSZDAJ7Y60XG,EFJESGSNOBQP96ZV,Felicitous Makers,12/11/2014,8526,0
WNQEW4J70EYOQS8X,EFJESGSNOBQP96ZV,Felicitous Makers,1/22/2016,1381,0
OM6OJWY364L03OR3,EFJESGSNOBQP96ZV,Felicitous Makers,4/9/2017,382,0
URSJ6BGIRBHFQD6L,EFJESGSNOBQP96ZV,Felicitous Makers,7/14/2017,1067,0
7CSG52YMS4ALC9HV,EFJESGSNOBQP96ZV,Felicitous Makers,5/12/2018,8296,0
2BZEKFX71ZY9Q8XO,EFJESGSNOBQP96ZV,Felicitous Makers,4/11/2016,3652,1
9HELNOFQPZW80N6A,EFJESGSNOBQP96ZV,Felicitous Makers,4/27/2017,3751,1
3P865R5ANKNQJWAT,EFJESGSNOBQP96ZV,Felicitous Makers,11/15/2016,5205,0
P7LJWLJ7X4YUH7YQ,EFJESGSNOBQP96ZV,Felicitous Makers,11/9/2014,8661,0
3TK1BFRTY2X6P112,EFJESGSNOBQP96ZV,Felicitous Makers,10/29/2016,6699,0
5AN7I0VFLWOG198Z,EFJESGSNOBQP96ZV,Felicitous Makers,4/28/2017,9077,0
W6ZORTWIH8EMU6VW,2KB2AFZAH4B26NMS,Potent Squad,12/4/2017,8702,0
1ZQ7852L7TRBWIRH,2KB2AFZAH4B26NMS,Potent Squad,7/12/2016,1052,0
EOCEZSFJ4N9JZBMS,2KB2AFZAH4B26NMS,Potent Squad,1/27/2014,754,0
7KOQNO7G5Q6UA37B,2KB2AFZAH4B26NMS,Potent Squad,4/16/2018,7282,0
AQNJR1DFRMQG0XC1,2KB2AFZAH4B26NMS,Potent Squad,5/13/2016,2444,0
8VARKQ0NJR7WJLX5,2KB2AFZAH4B26NMS,Potent Squad,11/24/2018,9597,0
TM6SAKW44BSU1IY9,2KB2AFZAH4B26NMS,Potent Squad,9/20/2017,2044,0
V9XR32LPC0RDIVOL,2KB2AFZAH4B26NMS,Potent Squad,3/10/2014,2092,0
F7MA0NCZGBOI519F,2KB2AFZAH4B26NMS,Potent Squad,11/27/2016,1310,0
97NKLDX2BWIGOILM,2KB2AFZAH4B26NMS,Potent Squad,10/18/2016,5973,0
531ARTSPU2HWXX6Q,2KB2AFZAH4B26NMS,Potent Squad,5/2/2017,8436,0
7NO0MH7NS8FAB7AO,2KB2AFZAH4B26NMS,Potent Squad,9/4/2016,8045,0
AK77BTKHFE32BMYP,2KB2AFZAH4B26NMS,Potent Squad,10/13/2015,6595,1
R8LJTYIEO4H4R5DZ,2KB2AFZAH4B26NMS,Potent Squad,4/15/2018,4391,0
QYAWM35WHOLYV9LY,2KB2AFZAH4B26NMS,Potent Squad,4/12/2018,4546,0
ECMH9WV08YQF3Y3X,2KB2AFZAH4B26NMS,Potent Squad,7/27/2017,9843,0
1VBH08SXN8CPZ54K,2KB2AFZAH4B26NMS,Potent Squad,7/5/2014,6890,0
TLXYEVSV3BYN2EYB,2KB2AFZAH4B26NMS,Potent Squad,4/27/2017,2893,0
NUGRSBVT2DNQ00RJ,GGMN4CHX6M77OQ3M,Ultrasonic Capillary,4/30/2016,2880,1
2YD22LJSHCOUX0R8,GGMN4CHX6M77OQ3M,Ultrasonic Capillary,11/17/2017,5114,0
8M90TA3S9BJM0O13,GGMN4CHX6M77OQ3M,Ultrasonic Capillary,8/29/2018,1481,0
A1Q8241BRKXGKOEC,GGMN4CHX6M77OQ3M,Ultrasonic Capillary,5/16/2018,4400,0
CQXVUYACBO3WX8TP,GGMN4CHX6M77OQ3M,Ultrasonic Capillary,5/4/2017,8627,0
DI8UWY4GUTX4V5J3,GGMN4CHX6M77OQ3M,Ultrasonic Capillary,8/9/2018,6666,1
952MYI4UFU07IS5U,GGMN4CHX6M77OQ3M,Ultrasonic Capillary,2/9/2016,9561,1
Z96JPW9MLI5LFWT6,GGMN4CHX6M77OQ3M,Ultrasonic Capillary,7/2/2014,1976,0
JQTICEVJWXFERF3P,GGMN4CHX6M77OQ3M,Ultrasonic Capillary,10/18/2017,6602,0
1RVO93HKM2JY7DVN,GGMN4CHX6M77OQ3M,Ultrasonic Capillary,12/1/2016,1150,0
GA7JNR6FKDP1I5LI,GGMN4CHX6M77OQ3M,Ultrasonic Capillary,10/2/2016,9726,1
K8EEVSB6AQCMY48H,GGMN4CHX6M77OQ3M,Ultrasonic Capillary,7/3/2018,4858,0
G85NS3AS6EEYAD7L,GGMN4CHX6M77OQ3M,Ultrasonic Capillary,3/14/2015,920,0
THTEPR46T7FNGHF7,GGMN4CHX6M77OQ3M,Ultrasonic Capillary,3/14/2014,5654,0
9HYBCC2O62SGIFHE,GGMN4CHX6M77OQ3M,Ultrasonic Capillary,10/18/2014,9198,0
S2NYDHWQU68XBSOS,GGMN4CHX6M77OQ3M,Ultrasonic Capillary,12/16/2018,2178,0
3A4XAJDWU2YFXG5C,GGMN4CHX6M77OQ3M,Ultrasonic Capillary,10/15/2017,5368,0
IV5ZHXY6G6U1NXTI,GGMN4CHX6M77OQ3M,Ultrasonic Capillary,4/26/2017,253,0
HKUEA6CL3Z0KZ1GD,GGMN4CHX6M77OQ3M,Ultrasonic Capillary,7/18/2018,8224,0
XOB179YIBPZWZSG7,GGMN4CHX6M77OQ3M,Ultrasonic Capillary,8/23/2014,2490,0
B3DYWLH26DZF55PS,GGMN4CHX6M77OQ3M,Ultrasonic Capillary,11/27/2018,1790,0
NCUCKGS0M3OHVBN9,GGMN4CHX6M77OQ3M,Ultrasonic Capillary,12/8/2017,8838,0
QBI1OQ1ONWGEB2Z6,GGMN4CHX6M77OQ3M,Ultrasonic Capillary,9/27/2014,9527,0
WNST15JCO7X1A7A1,GGMN4CHX6M77OQ3M,Ultrasonic Capillary,6/25/2016,212,0
CBD4WC7TA9CXB08I,ZML770TBZ3UAR96H,Angular Egotist'S,9/3/2016,2798,0
E3FTDYFW5PR5FV5Q,ZML770TBZ3UAR96H,Angular Egotist'S,12/3/2014,9192,0
7RBJQSL2H94FAG4Q,ZML770TBZ3UAR96H,Angular Egotist'S,2/28/2016,6063,0
DVBX3EVPL2EC53HI,ZML770TBZ3UAR96H,Angular Egotist'S,3/25/2016,5003,1
9N77RVQY49R3EIK1,ZML770TBZ3UAR96H,Angular Egotist'S,8/27/2014,1852,0
ZO4GM4Q4Z4OEYFLO,ZML770TBZ3UAR96H,Angular Egotist'S,4/3/2016,8866,0
2LADAUXYFOL1N0II,ZML770TBZ3UAR96H,Angular Egotist'S,2/9/2018,470,0
2BZMMXU8WXWZB0JZ,ZML770TBZ3UAR96H,Angular Egotist'S,5/3/2015,9320,0
WG7WG52OQO6TSUL5,ZML770TBZ3UAR96H,Angular Egotist'S,1/28/2015,2809,0
YIFOMY14ZPTWAA1T,ZML770TBZ3UAR96H,Angular Egotist'S,8/18/2014,5090,1
MZQ1UFBILMGKNP7H,ZML770TBZ3UAR96H,Angular Egotist'S,9/4/2017,7328,0
I1D4ZYG6MIXFFM6G,ZML770TBZ3UAR96H,Angular Egotist'S,8/3/2016,5594,1
XS24D97DFLOAVH1D,ZML770TBZ3UAR96H,Angular Egotist'S,8/14/2018,5074,0
M6553FTRQBY7OYOE,ZML770TBZ3UAR96H,Angular Egotist'S,5/10/2016,3912,0
IXC9ZE6ILX97MUFC,ZML770TBZ3UAR96H,Angular Egotist'S,9/19/2014,5517,0
WZV0B20TYG0M7ICH,ZML770TBZ3UAR96H,Angular Egotist'S,9/12/2016,6460,0
OLE5DBTPHEBQRQC3,ZML770TBZ3UAR96H,Angular Egotist'S,3/9/2018,6825,0
RLR097AXYQRUYP8U,ZML770TBZ3UAR96H,Angular Egotist'S,12/6/2018,4615,0
LA3ZLM07MKX65BG5,ZML770TBZ3UAR96H,Angular Egotist'S,2/27/2015,6179,0
NFDKTK2JAWCCHUQA,ZML770TBZ3UAR96H,Angular Egotist'S,4/6/2014,9598,0
6OMS7TSW7PFKK3UL,ZML770TBZ3UAR96H,Angular Egotist'S,9/25/2015,6866,0
ZBMW5COLOP5AVLMI,ZML770TBZ3UAR96H,Angular Egotist'S,4/13/2014,4389,0
IH4EZC9Z8PU30JTJ,ZML770TBZ3UAR96H,Angular Egotist'S,12/21/2014,174,0
DU4ZG9MDJ0CSPK97,ZML770TBZ3UAR96H,Angular Egotist'S,4/6/2015,5488,0
EIYWXR9N5UM8YIOA,ZML770TBZ3UAR96H,Angular Egotist'S,10/3/2018,6225,0
6MP04WDXPLYRV00D,ZML770TBZ3UAR96H,Angular Egotist'S,3/25/2015,6589,0
RJKM951UU67YUGBP,ZML770TBZ3UAR96H,Angular Egotist'S,1/22/2015,5438,0
XV5ZO9YG2YD8AJXE,IG5TJ8C7W19OF4II,Mimetic Teammate,2/26/2018,4949,0
FKQS973RZA1LCLQB,IG5TJ8C7W19OF4II,Mimetic Teammate,2/15/2014,7854,0
FN0SAZXXIA8PFZIV,IG5TJ8C7W19OF4II,Mimetic Teammate,1/19/2018,5960,0
KDI44QF5PBSHFLAQ,IG5TJ8C7W19OF4II,Mimetic Teammate,3/23/2018,112,0
AFWZ11FVY2BR6ZPF,IG5TJ8C7W19OF4II,Mimetic Teammate,11/13/2018,4478,0
X377DUSWF68CKVI2,IG5TJ8C7W19OF4II,Mimetic Teammate,9/4/2015,1790,0
5EG5R960YJ7WEKV2,IG5TJ8C7W19OF4II,Mimetic Teammate,9/25/2018,1809,0
M2G8O5SA4FBEPBUI,IG5TJ8C7W19OF4II,Mimetic Teammate,7/30/2016,7865,1
239IKWKIU9BIVM3G,IG5TJ8C7W19OF4II,Mimetic Teammate,8/14/2017,5310,0
M70A39GP4HZCE34B,IG5TJ8C7W19OF4II,Mimetic Teammate,11/6/2014,7695,0
AYS64TOCJTXTSAI9,IG5TJ8C7W19OF4II,Mimetic Teammate,5/28/2015,3879,0
VSZ2DSSY5S5JXFK4,16X4ZCZ9X0601ATB,Ole Whiteley,10/26/2014,9126,0
CH2RSGA1ATU3A5QU,16X4ZCZ9X0601ATB,Ole Whiteley,3/1/2017,6533,0
KKUC3EJPCC11MJID,16X4ZCZ9X0601ATB,Ole Whiteley,2/22/2015,8760,0
NLIN6925GZPZB2UI,16X4ZCZ9X0601ATB,Ole Whiteley,9/9/2017,6497,0
CJVFT1CBAJG1XX1E,16X4ZCZ9X0601ATB,Ole Whiteley,12/21/2017,2739,0
A06EB939C924ES9A,16X4ZCZ9X0601ATB,Ole Whiteley,2/23/2017,8163,1
F6H7UA6Q38KIPS8P,16X4ZCZ9X0601ATB,Ole Whiteley,8/10/2016,6243,0
82GINSMGG2JKSD00,16X4ZCZ9X0601ATB,Ole Whiteley,7/15/2018,7320,0
RYF8RHFAMD0A9GJP,16X4ZCZ9X0601ATB,Ole Whiteley,12/22/2016,5360,0
35F2RLFGEUGUN4JM,16X4ZCZ9X0601ATB,Ole Whiteley,9/25/2014,8634,0
A7CMU3YATGQ3NQL8,16X4ZCZ9X0601ATB,Ole Whiteley,12/13/2014,4212,0
CH1PD0WV76W4KT0P,16X4ZCZ9X0601ATB,Ole Whiteley,11/16/2017,1824,0
MFLFAXIJLIG0EKFD,16X4ZCZ9X0601ATB,Ole Whiteley,6/5/2018,1065,0
RPVV2UKDF1I60QYL,16X4ZCZ9X0601ATB,Ole Whiteley,10/11/2017,3599,0
H3QJXPPJ0QP52ZDO,16X4ZCZ9X0601ATB,Ole Whiteley,11/5/2016,4187,0
XY7PLUFF96IO3DQH,16X4ZCZ9X0601ATB,Ole Whiteley,2/11/2014,5718,0
7OFDOFZKZE9BWPXD,16X4ZCZ9X0601ATB,Ole Whiteley,6/24/2017,2021,1
DJ7BJ1IYJLSCPTB2,16X4ZCZ9X0601ATB,Ole Whiteley,11/18/2016,9768,0
5SN1YU3XXBG7N6NY,16X4ZCZ9X0601ATB,Ole Whiteley,8/1/2018,6525,0
XGQW6C5ZMKA2CBJZ,16X4ZCZ9X0601ATB,Ole Whiteley,5/26/2014,4504,0
G38RT425AASJUSEP,16X4ZCZ9X0601ATB,Ole Whiteley,10/1/2015,5046,1
9FYEYUOVMJDXOVNK,16X4ZCZ9X0601ATB,Ole Whiteley,1/12/2015,6247,1
MRXFMCQYEXNEUT6O,DLQH4ASO65O8YPG0,Sharpest Galindez,12/27/2016,2930,0
XFDTGN79P9V7APWB,DLQH4ASO65O8YPG0,Sharpest Galindez,2/11/2017,2130,0
EL86PUOMDONNPIUW,DLQH4ASO65O8YPG0,Sharpest Galindez,6/25/2014,8020,1
PEC4YCI6XQZO8URP,DLQH4ASO65O8YPG0,Sharpest Galindez,2/6/2014,5936,0
3V0VP2IE3B1K154Z,DLQH4ASO65O8YPG0,Sharpest Galindez,6/4/2018,9685,1
AVHJ378HANWETDVP,DLQH4ASO65O8YPG0,Sharpest Galindez,10/18/2016,3205,0
XYY1SWNXOI8DXP0D,DLQH4ASO65O8YPG0,Sharpest Galindez,5/22/2018,7727,1
478T1D8SH6UC6ZV6,DLQH4ASO65O8YPG0,Sharpest Galindez,10/18/2014,3149,0
5BNC6XOOS7VZ00GF,DLQH4ASO65O8YPG0,Sharpest Galindez,5/30/2015,4268,0
18AOVAOM79FZWECL,DLQH4ASO65O8YPG0,Sharpest Galindez,1/3/2015,6758,0
AFUIDTPMBE4O4WTM,DLQH4ASO65O8YPG0,Sharpest Galindez,8/31/2015,5164,0
5A773L3ZI7H0Q8YN,DLQH4ASO65O8YPG0,Sharpest Galindez,3/21/2017,9582,0
ZDZFFGSZSFK6QIIQ,DLQH4ASO65O8YPG0,Sharpest Galindez,3/11/2014,8105,0
EIYXLUF6XGIQ20S8,DLQH4ASO65O8YPG0,Sharpest Galindez,7/22/2017,7401,0
8WNWW7EAWWHYJM9D,DLQH4ASO65O8YPG0,Sharpest Galindez,9/24/2018,9176,1
MCQ4X72SHSH8CRVH,DLQH4ASO65O8YPG0,Sharpest Galindez,12/16/2015,1646,1
JI23IJKTW7ENZI2Y,DLQH4ASO65O8YPG0,Sharpest Galindez,1/1/2018,2924,0
QY4WU85E3CUO08AI,DLQH4ASO65O8YPG0,Sharpest Galindez,11/26/2016,8487,0
7AYKF4XCMA4OZU4X,DLQH4ASO65O8YPG0,Sharpest Galindez,10/14/2016,6952,0
ML1INYMUN19QX59A,DLQH4ASO65O8YPG0,Sharpest Galindez,10/14/2014,6624,0
5GWYE7G045GEPEBX,DLQH4ASO65O8YPG0,Sharpest Galindez,2/26/2018,7866,0
8FSS0MC6YVQUKIHE,DLQH4ASO65O8YPG0,Sharpest Galindez,6/16/2015,4269,0
IFWT7DX86IZE4GHJ,DLQH4ASO65O8YPG0,Sharpest Galindez,4/17/2015,4768,0
3JTFT83OKAUBF9NG,DLQH4ASO65O8YPG0,Sharpest Galindez,2/4/2014,7442,0
ANLSX89QMDRLLI8C,DLQH4ASO65O8YPG0,Sharpest Galindez,1/24/2018,680,1
JBF5SCETMN82YMT2,DLQH4ASO65O8YPG0,Sharpest Galindez,3/16/2015,713,0
CXN3W2AJJWJSII22,DLQH4ASO65O8YPG0,Sharpest Galindez,11/23/2015,9625,0
FSRF5P42MX995XFO,DLQH4ASO65O8YPG0,Sharpest Galindez,2/10/2015,1706,1
2ZHDPTA84QSB3SUB,1QXOTQR5VO04B1BV,Phenomenal Non-God,4/17/2018,4629,0
YIS2QVHOY86UPKO9,1QXOTQR5VO04B1BV,Phenomenal Non-God,9/20/2017,5290,0
TA3FM3WSTJW8NZES,1QXOTQR5VO04B1BV,Phenomenal Non-God,6/11/2017,4727,1
TQ0U1LQNKGDPX6A8,1QXOTQR5VO04B1BV,Phenomenal Non-God,2/23/2014,9911,0
KTU5U71VD8C0TF8I,1QXOTQR5VO04B1BV,Phenomenal Non-God,8/26/2017,1223,0
N3RTBFMUKO6DW0KY,1QXOTQR5VO04B1BV,Phenomenal Non-God,3/1/2018,7586,0
SMZW5TNXJYUPSA7P,1QXOTQR5VO04B1BV,Phenomenal Non-God,1/1/2014,5396,0
NGVFX3AD3AWACKLV,1QXOTQR5VO04B1BV,Phenomenal Non-God,8/31/2016,5546,1
N82K4QXGUPN8N9Y6,1QXOTQR5VO04B1BV,Phenomenal Non-God,3/4/2015,8150,1
20H11CFOKEN0M8J1,1QXOTQR5VO04B1BV,Phenomenal Non-God,11/28/2016,4921,0
I6G5W7JXJC3NUJDX,1QXOTQR5VO04B1BV,Phenomenal Non-God,11/27/2018,8948,0
7CYG2JONWP3GPAS9,1QXOTQR5VO04B1BV,Phenomenal Non-God,7/9/2015,6384,0
5878BUZRCMS74NRL,1QXOTQR5VO04B1BV,Phenomenal Non-God,12/2/2014,7322,0
EVYH6IDUPERLPQS3,1QXOTQR5VO04B1BV,Phenomenal Non-God,5/5/2017,5920,0
HBM7SU3J9OM94CQL,1QXOTQR5VO04B1BV,Phenomenal Non-God,12/15/2016,4643,0
LDT77BSLIBHUL749,1QXOTQR5VO04B1BV,Phenomenal Non-God,3/9/2014,3845,1
I58JI4JHQ7I9TF0E,QEBN1EM8K7C1AMPO,Representative Blowing,11/16/2015,6718,0
P98NUXF1TOEXFTQ4,QEBN1EM8K7C1AMPO,Representative Blowing,12/23/2015,2388,0
E8OEL0I2TXNMTE6I,QEBN1EM8K7C1AMPO,Representative Blowing,5/30/2018,3593,0
A5H5DDPVRU7DAVPO,QEBN1EM8K7C1AMPO,Representative Blowing,8/8/2016,981,0
GH0143AG8YXW7SIJ,QEBN1EM8K7C1AMPO,Representative Blowing,5/8/2017,1788,0
TZXYWUXXWN7QLIJT,QEBN1EM8K7C1AMPO,Representative Blowing,1/1/2017,8407,0
ON2LZXYLQQC96MC0,QEBN1EM8K7C1AMPO,Representative Blowing,2/4/2017,8940,1
0XJAWJNLINX2WFGW,QEBN1EM8K7C1AMPO,Representative Blowing,6/18/2018,7802,0
EY8UUP69DAB58RUQ,QEBN1EM8K7C1AMPO,Representative Blowing,12/4/2014,3931,0
YKN9W3HYW62TV4W3,QEBN1EM8K7C1AMPO,Representative Blowing,1/15/2018,4554,0
YZDTD3VFE1ECO2D3,QEBN1EM8K7C1AMPO,Representative Blowing,3/15/2014,3078,0
VLTW0IQGKX40BTP2,QEBN1EM8K7C1AMPO,Representative Blowing,7/13/2016,1373,0
V0NI84K17B1CV7FG,QEBN1EM8K7C1AMPO,Representative Blowing,9/5/2014,9577,0
7I7UEACHFRFI6PT3,QEBN1EM8K7C1AMPO,Representative Blowing,8/9/2018,5294,0
VJNR9J9IWOIE06MQ,QEBN1EM8K7C1AMPO,Representative Blowing,10/31/2017,1876,0
8ZBNPNWP5VVB3QWK,QEBN1EM8K7C1AMPO,Representative Blowing,6/15/2014,9562,1
VXU07UIA8PHD18XN,QEBN1EM8K7C1AMPO,Representative Blowing,6/26/2018,3150,0
B3137ENFLDQHEMDA,QEBN1EM8K7C1AMPO,Representative Blowing,8/8/2017,9624,0
U507P5V6N7EVSZ1F,QEBN1EM8K7C1AMPO,Representative Blowing,10/30/2017,1314,0
D442QPAUQVYSAQQ7,QEBN1EM8K7C1AMPO,Representative Blowing,2/11/2014,9570,0
9WQPGGOA93GDFUQ8,QEBN1EM8K7C1AMPO,Representative Blowing,8/13/2014,6968,0
73QJFZR95IAF020F,QEBN1EM8K7C1AMPO,Representative Blowing,10/18/2017,1747,0
04JA1KW2LKFGHRP8,QEBN1EM8K7C1AMPO,Representative Blowing,2/16/2016,779,1
3JNRIKZPTU6VN8JX,L1MYBELBMAN6S198,Wee Tasso,7/24/2016,7521,0
MPW5E44HKANMHW8H,L1MYBELBMAN6S198,Wee Tasso,12/16/2018,200,0
S1X339WSQA1KRG2S,L1MYBELBMAN6S198,Wee Tasso,12/31/2015,2753,0
QVL0OU328WTMPYKG,L1MYBELBMAN6S198,Wee Tasso,12/9/2016,6198,0
X1CYY8WXF7MSBCUG,L1MYBELBMAN6S198,Wee Tasso,11/29/2015,6203,0
IMC75QFOAMGXRC8D,L1MYBELBMAN6S198,Wee Tasso,2/17/2015,237,0
L3IEJIGHXI0G4TV2,L1MYBELBMAN6S198,Wee Tasso,12/12/2014,3551,1
81C021ESEOLY0LL4,L1MYBELBMAN6S198,Wee Tasso,4/25/2018,111,0
YHEMXJX7O9FJB9Z3,L1MYBELBMAN6S198,Wee Tasso,3/2/2018,8635,0
979Q2PAVE41VWGHL,L1MYBELBMAN6S198,Wee Tasso,7/28/2016,1464,1
PNNS9M3AZ9N2CELE,L1MYBELBMAN6S198,Wee Tasso,3/8/2015,8985,0
9VNHTJUUMUGJJVNH,L1MYBELBMAN6S198,Wee Tasso,10/20/2017,6935,0
ZDG38800DD6PMOXB,L1MYBELBMAN6S198,Wee Tasso,2/6/2015,1842,0
DB0EYQHP3BJ4MLO1,L1MYBELBMAN6S198,Wee Tasso,12/4/2015,8823,0
W95KFFZ2YZUPV6G2,L1MYBELBMAN6S198,Wee Tasso,7/14/2015,9447,0
TY7TXWKVL5T6B58P,L1MYBELBMAN6S198,Wee Tasso,12/22/2017,5626,0
CEXKWR60R6FRWMM4,L1MYBELBMAN6S198,Wee Tasso,9/30/2014,3907,0
DV8MFFPCA3DP1L44,L1MYBELBMAN6S198,Wee Tasso,10/19/2018,5233,0
O35S2CRF27O3BJCI,L1MYBELBMAN6S198,Wee Tasso,12/24/2015,6486,0
JYBWY5APC3P2CUL1,L1MYBELBMAN6S198,Wee Tasso,11/26/2014,2541,0
PU0AAEZROWC2U5CX,L1MYBELBMAN6S198,Wee Tasso,2/18/2016,7520,0
NT2RZUQ7EL4TA7I7,L1MYBELBMAN6S198,Wee Tasso,2/16/2017,505,0
YR5QX7GZQVC8FY25,YZMDNZC3E2T7SOTV,Seventh Englishmen,10/29/2016,691,1
IPOG26MDTGBMXOAF,YZMDNZC3E2T7SOTV,Seventh Englishmen,2/28/2017,7438,0
ABTPM22CVY5LY23L,YZMDNZC3E2T7SOTV,Seventh Englishmen,2/28/2018,4713,0
G6WO51X1DFHPKU7Y,YZMDNZC3E2T7SOTV,Seventh Englishmen,8/19/2016,5896,0
WNTDTTT3Y4E13AQO,YZMDNZC3E2T7SOTV,Seventh Englishmen,9/18/2014,4418,0
0CC3IGW3JYNQS9D2,YZMDNZC3E2T7SOTV,Seventh Englishmen,2/15/2015,7524,0
JFHCITBQS1ZRBHRT,YZMDNZC3E2T7SOTV,Seventh Englishmen,3/5/2014,948,0
57XB5DFRE2N7VK4V,YZMDNZC3E2T7SOTV,Seventh Englishmen,11/3/2016,8589,0
CLH39DDTGLZ6UPOC,YZMDNZC3E2T7SOTV,Seventh Englishmen,9/1/2017,1848,1
PY6JYU45DVZUTOHU,YZMDNZC3E2T7SOTV,Seventh Englishmen,7/5/2014,6963,1
8IJ7G86369BDO657,YZMDNZC3E2T7SOTV,Seventh Englishmen,8/9/2014,4229,0
S7M09PIWOF71ZRH8,YZMDNZC3E2T7SOTV,Seventh Englishmen,8/11/2016,1840,0
UTBBFT7Z59FWZYZR,YZMDNZC3E2T7SOTV,Seventh Englishmen,4/8/2015,8492,0
AEZMP38I4HT5VL3B,YZMDNZC3E2T7SOTV,Seventh Englishmen,2/2/2017,7069,0
QWF389Y3EW3E0ED6,YZMDNZC3E2T7SOTV,Seventh Englishmen,8/11/2016,3213,0
MGHV3BIYUWOR1RKO,YZMDNZC3E2T7SOTV,Seventh Englishmen,6/11/2015,9039,1
6A1WPEZAVQ5DBAR7,YZMDNZC3E2T7SOTV,Seventh Englishmen,8/21/2017,2688,0
SPWS9ZJR5YDU226Z,YZMDNZC3E2T7SOTV,Seventh Englishmen,3/12/2018,3019,0
NQNZZ1HRNBUKWG4O,YZMDNZC3E2T7SOTV,Seventh Englishmen,3/21/2015,7145,1
UW8RA0ALBXK1MNIN,YZMDNZC3E2T7SOTV,Seventh Englishmen,2/14/2016,3273,0
5TX900SMVMLXSQ5P,YZMDNZC3E2T7SOTV,Seventh Englishmen,3/20/2014,1124,1
UEZUSGXK48FSZIIG,YZMDNZC3E2T7SOTV,Seventh Englishmen,7/28/2015,4444,0
U1WUBYMRMQ0HGZTU,YZMDNZC3E2T7SOTV,Seventh Englishmen,1/10/2018,1064,0
C7L92UUEFTZIS1NB,YZMDNZC3E2T7SOTV,Seventh Englishmen,1/17/2014,7946,0
YOROVAOHS1WE0KYU,YZMDNZC3E2T7SOTV,Seventh Englishmen,4/22/2017,4351,0
FLVXR2HAEAJ12N38,YZMDNZC3E2T7SOTV,Seventh Englishmen,1/17/2018,2657,0
IW7AIRG2CN6ZSTBQ,HTEPPEX1ROCFPEHJ,Impulsive Copp,10/18/2016,3795,0
V7BG8670MH9G5YDF,HTEPPEX1ROCFPEHJ,Impulsive Copp,3/19/2018,8015,0
VC05N0U99MENA3F5,HTEPPEX1ROCFPEHJ,Impulsive Copp,2/18/2018,1174,0
H4BAABUK2TSG2KRY,HTEPPEX1ROCFPEHJ,Impulsive Copp,1/9/2014,3083,1
MAKDOULX0RATSN2W,HTEPPEX1ROCFPEHJ,Impulsive Copp,4/1/2016,6976,0
5Y95ECYAFR90WBXO,HTEPPEX1ROCFPEHJ,Impulsive Copp,5/29/2014,5319,0
BJB266947MYZ1ML4,HTEPPEX1ROCFPEHJ,Impulsive Copp,6/17/2017,8597,0
9KYT8O2M0JFPBE21,HTEPPEX1ROCFPEHJ,Impulsive Copp,3/19/2014,6073,0
HINRVBUUSK7Y6PJM,HTEPPEX1ROCFPEHJ,Impulsive Copp,1/8/2017,540,0
VPODRFAL9YA17KJ6,HTEPPEX1ROCFPEHJ,Impulsive Copp,10/25/2018,873,0
VT1DFGSF5CB53N9D,HTEPPEX1ROCFPEHJ,Impulsive Copp,4/30/2017,8693,0
7W66Z7DI7OQ04XOX,HTEPPEX1ROCFPEHJ,Impulsive Copp,3/12/2015,5163,1
EJ3PJE86GN02RRQ1,HTEPPEX1ROCFPEHJ,Impulsive Copp,12/16/2018,3343,0
1TYXIKWZAM3ACTE3,HTEPPEX1ROCFPEHJ,Impulsive Copp,5/8/2015,8083,1
LZO7QDR2A9IU75A2,HTEPPEX1ROCFPEHJ,Impulsive Copp,9/15/2017,5403,1
3Q8OYOYSSTH6RHP9,HTEPPEX1ROCFPEHJ,Impulsive Copp,11/1/2018,8456,0
GCZ7EC3205PRPCES,HTEPPEX1ROCFPEHJ,Impulsive Copp,7/26/2018,8742,0
